,congressional district,B00001_001E,B06010_003E,B06010_002E,B07010_004E,B07010_005E,B07010_006E,B07010_007E,B07010_008E,B07010_009E,B07010_010E,B07010_011E,B08014_002E,B08014_003E,B08014_004E,B08016_002E,B08101_009E,B08101_017E,B08101_025E,B08101_033E,B09010_002E,B15003_001E,B15003_002E,B15003_003E,B15003_004E,B15003_017E,B15003_018E,B15003_019E,B15003_020E,B15003_021E,B15003_022E,B15003_023E,B15003_024E,B15003_025E,B25027_002E,B25027_010E,Year,state
117,15,10786,519061,61645,107331,51917,89596,69337,71807,50821,20703,57549,9409,57679,142048,75044.0,271328,25994,4474,6968,39739,486966,5525,0,0,149840,16855,31023,55672,38994,81671,38282,8040,5615,131253,61314,2014,Pennsylvania
118,16,11281,510883,69970,106636,54579,88269,72261,70070,46656,16548,55864,23129,52524,152056,37394.0,262016,34038,5467,12972,40545,471913,4846,0,113,149286,19426,25231,46095,27049,79674,33253,7922,5566,122934,60455,2014,Pennsylvania
119,17,13310,502804,53262,99328,54749,89933,71633,80096,48013,17496,41556,9260,57433,131454,29667.0,262344,29207,4385,7562,41894,474082,4303,98,14,182553,21787,26545,49162,35966,63314,26357,5687,3955,122221,71210,2014,Pennsylvania
120,18,10820,489822,52247,94326,41663,81655,67298,76035,48486,21237,59122,6752,61261,150487,,247179,26203,13779,7374,16669,467407,3283,0,73,141778,12277,24714,51215,45043,106276,41731,10107,5220,125807,77889,2014,Pennsylvania
121,19,11986,541742,54051,103885,53415,84740,78927,88943,54504,21690,55638,7431,53253,167688,30739.0,302940,27937,2542,10871,29183,496086,3248,0,70,174488,21831,28278,56270,39517,77807,35302,7434,3911,148275,68547,2014,Pennsylvania
122,1,6908,427288,90148,136943,53006,72198,58278,50210,24682,8770,23201,52546,96367,57522,,107416,21912,67305,21100,97700,407530,10428,84,63,124857,20716,21404,47116,19008,39992,19311,7416,3256,74124,50143,2012,Pennsylvania
123,2,6598,436745,91671,121514,49603,67750,51516,53411,34786,14302,43863,54680,98309,73129,232885.0,119500,17154,74761,25615,59541,407282,6008,59,0,118390,13307,16920,48989,20030,64904,36507,16687,9376,74777,54487,2012,Pennsylvania
124,3,15337,473857,54469,117447,60906,88643,64387,62887,36927,13517,29143,11216,60099,114335,43169.0,227984,24920,2542,11406,43530,431328,2572,38,0,169065,18541,25318,45645,37334,58639,24647,4756,3239,106073,73431,2012,Pennsylvania
125,4,12098,482178,52370,96342,49875,77187,64754,68078,47479,20319,58144,5788,55705,148810,,254195,24304,6617,7255,29683,459368,3383,129,0,141420,15728,23654,51115,38105,96292,42571,10536,6053,124918,73374,2012,Pennsylvania
126,5,18128,484440,61257,127530,57178,97661,69512,64035,33398,10433,24693,10788,55696,119793,16218.0,214149,28538,2818,17648,31922,433124,3578,0,0,177438,21412,24433,38548,36735,51903,22287,4155,6953,98021,82997,2012,Pennsylvania
127,6,11008,519320,60587,93592,42786,74872,63082,70227,53516,24717,96528,9709,65246,167590,14353.0,285051,26502,12777,10911,24263,482732,2478,0,0,123957,13516,22203,52710,31097,118815,52465,15285,10268,146046,53184,2012,Pennsylvania
128,7,10194,485198,61678,85990,41334,63799,63141,66324,50392,22282,91936,7973,66173,153777,,261170,21082,21193,9947,17480,453966,3701,0,0,119337,8194,23825,48167,31610,112365,53420,14745,11515,131796,51986,2012,Pennsylvania
129,8,10018,486350,58766,83215,44581,72476,60577,69808,50657,21967,83069,4204,55570,157019,,277692,25131,10049,5060,13757,466089,2588,52,31,136904,11458,28346,64222,31647,100442,44950,10507,6435,134366,58907,2012,Pennsylvania
130,9,17774,493407,63151,111217,59917,94278,74988,70608,40106,14407,27886,7050,47622,119259,18788.0,238550,31146,799,9026,37675,468214,3649,28,64,196657,25467,26299,43827,33740,52571,18908,3837,2695,106416,90443,2012,Pennsylvania
131,10,17412,499407,59656,119203,60817,95875,72651,65583,38304,14385,32589,7787,49862,130160,13212.0,236843,28549,1652,10338,31858,471233,4427,0,0,185053,23584,24201,52256,35848,59034,25051,6424,3807,109211,84427,2012,Pennsylvania
132,11,11508,501506,68085,121530,61402,96727,62996,68947,40284,15405,34215,9578,57550,121413,48619.0,234122,32048,5715,10303,44406,470039,4119,0,359,169596,21518,26028,57468,39461,64532,26688,5822,2467,114253,72349,2012,Pennsylvania
133,12,12427,458378,54623,113283,60078,91667,64867,59410,35606,11594,21873,6902,51314,113218,6613.0,213378,24325,2215,8866,45777,433221,4655,46,0,182419,19335,25877,40329,34526,51847,18198,3871,1730,92820,87119,2012,Pennsylvania
134,13,9382,489962,74651,92355,46545,75494,64386,73471,52162,22439,63110,10913,73826,145318,131597.0,229789,29078,33079,7242,30767,475295,5003,0,0,143807,13864,24348,54147,28565,102606,38782,11384,5835,122676,57381,2012,Pennsylvania
135,14,8754,446492,47128,114725,53755,84478,62585,58399,32831,10750,28969,25135,87957,101581,138929.0,161433,26780,38267,18406,44006,398954,2860,0,186,120092,20562,23300,51440,33727,62539,30055,9051,7935,83068,62980,2012,Pennsylvania
136,15,10786,519061,61645,107331,51917,89596,69337,71807,50821,20703,57549,9409,57679,142048,75044.0,271328,25994,4474,6968,39739,486966,5525,0,0,149840,16855,31023,55672,38994,81671,38282,8040,5615,131253,61314,2012,Pennsylvania
137,16,11281,510883,69970,106636,54579,88269,72261,70070,46656,16548,55864,23129,52524,152056,37394.0,262016,34038,5467,12972,40545,471913,4846,0,113,149286,19426,25231,46095,27049,79674,33253,7922,5566,122934,60455,2012,Pennsylvania
138,17,13310,502804,53262,99328,54749,89933,71633,80096,48013,17496,41556,9260,57433,131454,29667.0,262344,29207,4385,7562,41894,474082,4303,98,14,182553,21787,26545,49162,35966,63314,26357,5687,3955,122221,71210,2012,Pennsylvania
139,18,10820,489822,52247,94326,41663,81655,67298,76035,48486,21237,59122,6752,61261,150487,,247179,26203,13779,7374,16669,467407,3283,0,73,141778,12277,24714,51215,45043,106276,41731,10107,5220,125807,77889,2012,Pennsylvania
140,19,11986,541742,54051,103885,53415,84740,78927,88943,54504,21690,55638,7431,53253,167688,30739.0,302940,27937,2542,10871,29183,496086,3248,0,70,174488,21831,28278,56270,39517,77807,35302,7434,3911,148275,68547,2012,Pennsylvania
141,1,6908,427288,90148,136943,53006,72198,58278,50210,24682,8770,23201,52546,96367,57522,,107416,21912,67305,21100,97700,407530,10428,84,63,124857,20716,21404,47116,19008,39992,19311,7416,3256,74124,50143,2010,Pennsylvania
142,2,6598,436745,91671,121514,49603,67750,51516,53411,34786,14302,43863,54680,98309,73129,232885.0,119500,17154,74761,25615,59541,407282,6008,59,0,118390,13307,16920,48989,20030,64904,36507,16687,9376,74777,54487,2010,Pennsylvania
143,3,15337,473857,54469,117447,60906,88643,64387,62887,36927,13517,29143,11216,60099,114335,43169.0,227984,24920,2542,11406,43530,431328,2572,38,0,169065,18541,25318,45645,37334,58639,24647,4756,3239,106073,73431,2010,Pennsylvania
144,4,12098,482178,52370,96342,49875,77187,64754,68078,47479,20319,58144,5788,55705,148810,,254195,24304,6617,7255,29683,459368,3383,129,0,141420,15728,23654,51115,38105,96292,42571,10536,6053,124918,73374,2010,Pennsylvania
145,5,18128,484440,61257,127530,57178,97661,69512,64035,33398,10433,24693,10788,55696,119793,16218.0,214149,28538,2818,17648,31922,433124,3578,0,0,177438,21412,24433,38548,36735,51903,22287,4155,6953,98021,82997,2010,Pennsylvania
146,6,11008,519320,60587,93592,42786,74872,63082,70227,53516,24717,96528,9709,65246,167590,14353.0,285051,26502,12777,10911,24263,482732,2478,0,0,123957,13516,22203,52710,31097,118815,52465,15285,10268,146046,53184,2010,Pennsylvania
147,7,10194,485198,61678,85990,41334,63799,63141,66324,50392,22282,91936,7973,66173,153777,,261170,21082,21193,9947,17480,453966,3701,0,0,119337,8194,23825,48167,31610,112365,53420,14745,11515,131796,51986,2010,Pennsylvania
148,8,10018,486350,58766,83215,44581,72476,60577,69808,50657,21967,83069,4204,55570,157019,,277692,25131,10049,5060,13757,466089,2588,52,31,136904,11458,28346,64222,31647,100442,44950,10507,6435,134366,58907,2010,Pennsylvania
149,9,17774,493407,63151,111217,59917,94278,74988,70608,40106,14407,27886,7050,47622,119259,18788.0,238550,31146,799,9026,37675,468214,3649,28,64,196657,25467,26299,43827,33740,52571,18908,3837,2695,106416,90443,2010,Pennsylvania
150,10,17412,499407,59656,119203,60817,95875,72651,65583,38304,14385,32589,7787,49862,130160,13212.0,236843,28549,1652,10338,31858,471233,4427,0,0,185053,23584,24201,52256,35848,59034,25051,6424,3807,109211,84427,2010,Pennsylvania
151,11,11508,501506,68085,121530,61402,96727,62996,68947,40284,15405,34215,9578,57550,121413,48619.0,234122,32048,5715,10303,44406,470039,4119,0,359,169596,21518,26028,57468,39461,64532,26688,5822,2467,114253,72349,2010,Pennsylvania
152,12,12427,458378,54623,113283,60078,91667,64867,59410,35606,11594,21873,6902,51314,113218,6613.0,213378,24325,2215,8866,45777,433221,4655,46,0,182419,19335,25877,40329,34526,51847,18198,3871,1730,92820,87119,2010,Pennsylvania
153,13,9382,489962,74651,92355,46545,75494,64386,73471,52162,22439,63110,10913,73826,145318,131597.0,229789,29078,33079,7242,30767,475295,5003,0,0,143807,13864,24348,54147,28565,102606,38782,11384,5835,122676,57381,2010,Pennsylvania
154,14,8754,446492,47128,114725,53755,84478,62585,58399,32831,10750,28969,25135,87957,101581,138929.0,161433,26780,38267,18406,44006,398954,2860,0,186,120092,20562,23300,51440,33727,62539,30055,9051,7935,83068,62980,2010,Pennsylvania
155,15,10786,519061,61645,107331,51917,89596,69337,71807,50821,20703,57549,9409,57679,142048,75044.0,271328,25994,4474,6968,39739,486966,5525,0,0,149840,16855,31023,55672,38994,81671,38282,8040,5615,131253,61314,2010,Pennsylvania
156,16,11281,510883,69970,106636,54579,88269,72261,70070,46656,16548,55864,23129,52524,152056,37394.0,262016,34038,5467,12972,40545,471913,4846,0,113,149286,19426,25231,46095,27049,79674,33253,7922,5566,122934,60455,2010,Pennsylvania
157,17,13310,502804,53262,99328,54749,89933,71633,80096,48013,17496,41556,9260,57433,131454,29667.0,262344,29207,4385,7562,41894,474082,4303,98,14,182553,21787,26545,49162,35966,63314,26357,5687,3955,122221,71210,2010,Pennsylvania
158,18,10820,489822,52247,94326,41663,81655,67298,76035,48486,21237,59122,6752,61261,150487,,247179,26203,13779,7374,16669,467407,3283,0,73,141778,12277,24714,51215,45043,106276,41731,10107,5220,125807,77889,2010,Pennsylvania
159,19,11986,541742,54051,103885,53415,84740,78927,88943,54504,21690,55638,7431,53253,167688,30739.0,302940,27937,2542,10871,29183,496086,3248,0,70,174488,21831,28278,56270,39517,77807,35302,7434,3911,148275,68547,2010,Pennsylvania
160,1,10208,446723,72595,117204,57841,83719,58307,53310,35804,11969,28569,5805,51758,118685,51522.0,209437,25263,2041,8880,39336,426643,3221,0,0,148012,29169,27920,55483,26475,53199,20547,4667,5280,92272,94328,2018,West Virginia
161,2,9099,460017,68097,105304,53948,88817,63615,65796,34947,13851,33739,7708,56214,118383,30587.0,222036,24887,2909,7089,47128,451255,4372,0,58,161136,29129,27780,48629,25555,49751,22891,6329,3082,108440,85336,2018,West Virginia
162,3,8337,412065,76227,114882,54507,83733,53085,50104,24978,9595,21181,4661,41859,92299,20239.0,171979,18238,229,6567,46262,416849,3401,0,38,141754,29346,20565,56712,23016,37900,17659,3633,1907,74266,98787,2018,West Virginia
163,1,10208,446723,72595,117204,57841,83719,58307,53310,35804,11969,28569,5805,51758,118685,51522.0,209437,25263,2041,8880,39336,426643,3221,0,0,148012,29169,27920,55483,26475,53199,20547,4667,5280,92272,94328,2016,West Virginia
164,2,9099,460017,68097,105304,53948,88817,63615,65796,34947,13851,33739,7708,56214,118383,30587.0,222036,24887,2909,7089,47128,451255,4372,0,58,161136,29129,27780,48629,25555,49751,22891,6329,3082,108440,85336,2016,West Virginia
165,3,8337,412065,76227,114882,54507,83733,53085,50104,24978,9595,21181,4661,41859,92299,20239.0,171979,18238,229,6567,46262,416849,3401,0,38,141754,29346,20565,56712,23016,37900,17659,3633,1907,74266,98787,2016,West Virginia
166,1,10208,446723,72595,117204,57841,83719,58307,53310,35804,11969,28569,5805,51758,118685,51522.0,209437,25263,2041,8880,39336,426643,3221,0,0,148012,29169,27920,55483,26475,53199,20547,4667,5280,92272,94328,2014,West Virginia
167,2,9099,460017,68097,105304,53948,88817,63615,65796,34947,13851,33739,7708,56214,118383,30587.0,222036,24887,2909,7089,47128,451255,4372,0,58,161136,29129,27780,48629,25555,49751,22891,6329,3082,108440,85336,2014,West Virginia
168,3,8337,412065,76227,114882,54507,83733,53085,50104,24978,9595,21181,4661,41859,92299,20239.0,171979,18238,229,6567,46262,416849,3401,0,38,141754,29346,20565,56712,23016,37900,17659,3633,1907,74266,98787,2014,West Virginia
169,1,10208,446723,72595,117204,57841,83719,58307,53310,35804,11969,28569,5805,51758,118685,51522.0,209437,25263,2041,8880,39336,426643,3221,0,0,148012,29169,27920,55483,26475,53199,20547,4667,5280,92272,94328,2012,West Virginia
170,2,9099,460017,68097,105304,53948,88817,63615,65796,34947,13851,33739,7708,56214,118383,30587.0,222036,24887,2909,7089,47128,451255,4372,0,58,161136,29129,27780,48629,25555,49751,22891,6329,3082,108440,85336,2012,West Virginia
171,3,8337,412065,76227,114882,54507,83733,53085,50104,24978,9595,21181,4661,41859,92299,20239.0,171979,18238,229,6567,46262,416849,3401,0,38,141754,29346,20565,56712,23016,37900,17659,3633,1907,74266,98787,2012,West Virginia
172,1,10208,446723,72595,117204,57841,83719,58307,53310,35804,11969,28569,5805,51758,118685,51522.0,209437,25263,2041,8880,39336,426643,3221,0,0,148012,29169,27920,55483,26475,53199,20547,4667,5280,92272,94328,2010,West Virginia
173,2,9099,460017,68097,105304,53948,88817,63615,65796,34947,13851,33739,7708,56214,118383,30587.0,222036,24887,2909,7089,47128,451255,4372,0,58,161136,29129,27780,48629,25555,49751,22891,6329,3082,108440,85336,2010,West Virginia
174,3,8337,412065,76227,114882,54507,83733,53085,50104,24978,9595,21181,4661,41859,92299,20239.0,171979,18238,229,6567,46262,416849,3401,0,38,141754,29346,20565,56712,23016,37900,17659,3633,1907,74266,98787,2010,West Virginia
175,1,10344,549660,84453,95501,42513,81863,69022,79197,58075,27484,96005,4050,62604,146385,51298.0,291920,41128,8789,16453,26425,515316,4172,0,20,124942,14600,34751,83737,40475,96342,56415,7912,6583,154646,50367,2018,Virginia
176,2,8729,448364,66646,74934,40208,74646,58550,79042,49089,22179,49716,5949,67361,135394,,259974,29353,4037,8788,22037,411088,3917,0,0,89779,14851,30475,82520,36699,78430,29940,7673,3325,113293,36302,2018,Virginia
177,3,8527,480942,72377,117160,57221,84033,65024,73464,38309,15114,30617,17382,83083,105755,246685.0,227273,35876,12759,16602,60491,424284,7212,157,164,106899,20311,25309,74450,29551,60299,23234,5355,3264,99527,34866,2018,Virginia
178,4,9971,513386,84179,99506,51878,80417,68152,80077,55031,22779,55546,4234,56138,138756,,290735,29757,4867,5250,44872,492783,4838,0,0,128558,21609,32504,82328,37042,74592,31007,7049,3072,137591,50376,2018,Virginia
179,5,9460,485455,83950,121211,61328,86948,64282,64911,37371,13561,35843,7299,50676,110090,37878.0,225614,28432,3120,5831,43087,474805,6113,0,96,128442,22073,31339,61422,31332,64419,29413,6335,7202,110999,78941,2018,Virginia
180,6,9779,519260,65366,128164,54937,89403,78171,75237,36708,16810,39830,8824,60429,118154,95501.0,259003,27262,4384,11841,37162,468764,7573,0,52,132330,23527,28118,55906,31834,78147,30450,7377,5254,117594,68889,2018,Virginia
181,7,10039,537472,71744,94613,47001,77919,67332,82768,58118,22352,87369,5637,63940,150674,27300.0,300260,35305,3111,3454,31390,522630,5062,66,0,107220,18310,31646,75336,32583,123823,51868,13028,7313,158252,56598,2018,Virginia
182,8,8584,524698,55134,64473,27855,64873,45033,65459,61468,30965,164572,26153,143419,156741,253794.0,253492,32328,83328,14278,15627,507950,4723,49,0,57909,6833,16775,50157,24607,149025,101851,32482,16774,122520,30735,2018,Virginia
183,9,8875,479766,67794,140549,69285,91495,61157,53711,28618,12055,22896,4875,43784,98222,40972.0,209496,26277,1798,4278,35113,445635,5133,52,0,121949,25400,26519,60857,36194,46348,20117,3718,5303,88576,94544,2018,Virginia
184,10,10971,587161,82354,88046,38857,67944,58797,74368,60865,29473,168811,11949,64003,206202,12818.0,354193,43145,13417,8505,20314,570448,4936,0,0,94280,14191,24949,72229,32371,161441,90359,15244,10469,185143,33590,2018,Virginia
185,11,10177,539771,87447,82162,32989,60559,51310,64543,52010,27590,168608,7329,55811,189086,,294522,55046,28944,8702,22236,527598,6464,0,120,82565,7368,25006,72093,28947,142920,89208,19225,12013,170303,31588,2018,Virginia
186,1,10344,549660,84453,95501,42513,81863,69022,79197,58075,27484,96005,4050,62604,146385,51298.0,291920,41128,8789,16453,26425,515316,4172,0,20,124942,14600,34751,83737,40475,96342,56415,7912,6583,154646,50367,2016,Virginia
187,2,8729,448364,66646,74934,40208,74646,58550,79042,49089,22179,49716,5949,67361,135394,,259974,29353,4037,8788,22037,411088,3917,0,0,89779,14851,30475,82520,36699,78430,29940,7673,3325,113293,36302,2016,Virginia
188,3,8527,480942,72377,117160,57221,84033,65024,73464,38309,15114,30617,17382,83083,105755,246685.0,227273,35876,12759,16602,60491,424284,7212,157,164,106899,20311,25309,74450,29551,60299,23234,5355,3264,99527,34866,2016,Virginia
189,4,9971,513386,84179,99506,51878,80417,68152,80077,55031,22779,55546,4234,56138,138756,,290735,29757,4867,5250,44872,492783,4838,0,0,128558,21609,32504,82328,37042,74592,31007,7049,3072,137591,50376,2016,Virginia
190,5,9460,485455,83950,121211,61328,86948,64282,64911,37371,13561,35843,7299,50676,110090,37878.0,225614,28432,3120,5831,43087,474805,6113,0,96,128442,22073,31339,61422,31332,64419,29413,6335,7202,110999,78941,2016,Virginia
191,6,9779,519260,65366,128164,54937,89403,78171,75237,36708,16810,39830,8824,60429,118154,95501.0,259003,27262,4384,11841,37162,468764,7573,0,52,132330,23527,28118,55906,31834,78147,30450,7377,5254,117594,68889,2016,Virginia
192,7,10039,537472,71744,94613,47001,77919,67332,82768,58118,22352,87369,5637,63940,150674,27300.0,300260,35305,3111,3454,31390,522630,5062,66,0,107220,18310,31646,75336,32583,123823,51868,13028,7313,158252,56598,2016,Virginia
193,8,8584,524698,55134,64473,27855,64873,45033,65459,61468,30965,164572,26153,143419,156741,253794.0,253492,32328,83328,14278,15627,507950,4723,49,0,57909,6833,16775,50157,24607,149025,101851,32482,16774,122520,30735,2016,Virginia
194,9,8875,479766,67794,140549,69285,91495,61157,53711,28618,12055,22896,4875,43784,98222,40972.0,209496,26277,1798,4278,35113,445635,5133,52,0,121949,25400,26519,60857,36194,46348,20117,3718,5303,88576,94544,2016,Virginia
195,10,10971,587161,82354,88046,38857,67944,58797,74368,60865,29473,168811,11949,64003,206202,12818.0,354193,43145,13417,8505,20314,570448,4936,0,0,94280,14191,24949,72229,32371,161441,90359,15244,10469,185143,33590,2016,Virginia
196,11,10177,539771,87447,82162,32989,60559,51310,64543,52010,27590,168608,7329,55811,189086,,294522,55046,28944,8702,22236,527598,6464,0,120,82565,7368,25006,72093,28947,142920,89208,19225,12013,170303,31588,2016,Virginia
197,1,10344,549660,84453,95501,42513,81863,69022,79197,58075,27484,96005,4050,62604,146385,51298.0,291920,41128,8789,16453,26425,515316,4172,0,20,124942,14600,34751,83737,40475,96342,56415,7912,6583,154646,50367,2014,Virginia
198,2,8729,448364,66646,74934,40208,74646,58550,79042,49089,22179,49716,5949,67361,135394,,259974,29353,4037,8788,22037,411088,3917,0,0,89779,14851,30475,82520,36699,78430,29940,7673,3325,113293,36302,2014,Virginia
199,3,8527,480942,72377,117160,57221,84033,65024,73464,38309,15114,30617,17382,83083,105755,246685.0,227273,35876,12759,16602,60491,424284,7212,157,164,106899,20311,25309,74450,29551,60299,23234,5355,3264,99527,34866,2014,Virginia
200,4,9971,513386,84179,99506,51878,80417,68152,80077,55031,22779,55546,4234,56138,138756,,290735,29757,4867,5250,44872,492783,4838,0,0,128558,21609,32504,82328,37042,74592,31007,7049,3072,137591,50376,2014,Virginia
201,5,9460,485455,83950,121211,61328,86948,64282,64911,37371,13561,35843,7299,50676,110090,37878.0,225614,28432,3120,5831,43087,474805,6113,0,96,128442,22073,31339,61422,31332,64419,29413,6335,7202,110999,78941,2014,Virginia
202,6,9779,519260,65366,128164,54937,89403,78171,75237,36708,16810,39830,8824,60429,118154,95501.0,259003,27262,4384,11841,37162,468764,7573,0,52,132330,23527,28118,55906,31834,78147,30450,7377,5254,117594,68889,2014,Virginia
203,7,10039,537472,71744,94613,47001,77919,67332,82768,58118,22352,87369,5637,63940,150674,27300.0,300260,35305,3111,3454,31390,522630,5062,66,0,107220,18310,31646,75336,32583,123823,51868,13028,7313,158252,56598,2014,Virginia
204,8,8584,524698,55134,64473,27855,64873,45033,65459,61468,30965,164572,26153,143419,156741,253794.0,253492,32328,83328,14278,15627,507950,4723,49,0,57909,6833,16775,50157,24607,149025,101851,32482,16774,122520,30735,2014,Virginia
205,9,8875,479766,67794,140549,69285,91495,61157,53711,28618,12055,22896,4875,43784,98222,40972.0,209496,26277,1798,4278,35113,445635,5133,52,0,121949,25400,26519,60857,36194,46348,20117,3718,5303,88576,94544,2014,Virginia
206,10,10971,587161,82354,88046,38857,67944,58797,74368,60865,29473,168811,11949,64003,206202,12818.0,354193,43145,13417,8505,20314,570448,4936,0,0,94280,14191,24949,72229,32371,161441,90359,15244,10469,185143,33590,2014,Virginia
207,11,10177,539771,87447,82162,32989,60559,51310,64543,52010,27590,168608,7329,55811,189086,,294522,55046,28944,8702,22236,527598,6464,0,120,82565,7368,25006,72093,28947,142920,89208,19225,12013,170303,31588,2014,Virginia
208,1,10344,549660,84453,95501,42513,81863,69022,79197,58075,27484,96005,4050,62604,146385,51298.0,291920,41128,8789,16453,26425,515316,4172,0,20,124942,14600,34751,83737,40475,96342,56415,7912,6583,154646,50367,2012,Virginia
209,2,8729,448364,66646,74934,40208,74646,58550,79042,49089,22179,49716,5949,67361,135394,,259974,29353,4037,8788,22037,411088,3917,0,0,89779,14851,30475,82520,36699,78430,29940,7673,3325,113293,36302,2012,Virginia
210,3,8527,480942,72377,117160,57221,84033,65024,73464,38309,15114,30617,17382,83083,105755,246685.0,227273,35876,12759,16602,60491,424284,7212,157,164,106899,20311,25309,74450,29551,60299,23234,5355,3264,99527,34866,2012,Virginia
211,4,9971,513386,84179,99506,51878,80417,68152,80077,55031,22779,55546,4234,56138,138756,,290735,29757,4867,5250,44872,492783,4838,0,0,128558,21609,32504,82328,37042,74592,31007,7049,3072,137591,50376,2012,Virginia
212,5,9460,485455,83950,121211,61328,86948,64282,64911,37371,13561,35843,7299,50676,110090,37878.0,225614,28432,3120,5831,43087,474805,6113,0,96,128442,22073,31339,61422,31332,64419,29413,6335,7202,110999,78941,2012,Virginia
213,6,9779,519260,65366,128164,54937,89403,78171,75237,36708,16810,39830,8824,60429,118154,95501.0,259003,27262,4384,11841,37162,468764,7573,0,52,132330,23527,28118,55906,31834,78147,30450,7377,5254,117594,68889,2012,Virginia
214,7,10039,537472,71744,94613,47001,77919,67332,82768,58118,22352,87369,5637,63940,150674,27300.0,300260,35305,3111,3454,31390,522630,5062,66,0,107220,18310,31646,75336,32583,123823,51868,13028,7313,158252,56598,2012,Virginia
215,8,8584,524698,55134,64473,27855,64873,45033,65459,61468,30965,164572,26153,143419,156741,253794.0,253492,32328,83328,14278,15627,507950,4723,49,0,57909,6833,16775,50157,24607,149025,101851,32482,16774,122520,30735,2012,Virginia
216,9,8875,479766,67794,140549,69285,91495,61157,53711,28618,12055,22896,4875,43784,98222,40972.0,209496,26277,1798,4278,35113,445635,5133,52,0,121949,25400,26519,60857,36194,46348,20117,3718,5303,88576,94544,2012,Virginia
217,10,10971,587161,82354,88046,38857,67944,58797,74368,60865,29473,168811,11949,64003,206202,12818.0,354193,43145,13417,8505,20314,570448,4936,0,0,94280,14191,24949,72229,32371,161441,90359,15244,10469,185143,33590,2012,Virginia
218,11,10177,539771,87447,82162,32989,60559,51310,64543,52010,27590,168608,7329,55811,189086,,294522,55046,28944,8702,22236,527598,6464,0,120,82565,7368,25006,72093,28947,142920,89208,19225,12013,170303,31588,2012,Virginia
219,1,10344,549660,84453,95501,42513,81863,69022,79197,58075,27484,96005,4050,62604,146385,51298.0,291920,41128,8789,16453,26425,515316,4172,0,20,124942,14600,34751,83737,40475,96342,56415,7912,6583,154646,50367,2010,Virginia
220,2,8729,448364,66646,74934,40208,74646,58550,79042,49089,22179,49716,5949,67361,135394,,259974,29353,4037,8788,22037,411088,3917,0,0,89779,14851,30475,82520,36699,78430,29940,7673,3325,113293,36302,2010,Virginia
221,3,8527,480942,72377,117160,57221,84033,65024,73464,38309,15114,30617,17382,83083,105755,246685.0,227273,35876,12759,16602,60491,424284,7212,157,164,106899,20311,25309,74450,29551,60299,23234,5355,3264,99527,34866,2010,Virginia
222,4,9971,513386,84179,99506,51878,80417,68152,80077,55031,22779,55546,4234,56138,138756,,290735,29757,4867,5250,44872,492783,4838,0,0,128558,21609,32504,82328,37042,74592,31007,7049,3072,137591,50376,2010,Virginia
223,5,9460,485455,83950,121211,61328,86948,64282,64911,37371,13561,35843,7299,50676,110090,37878.0,225614,28432,3120,5831,43087,474805,6113,0,96,128442,22073,31339,61422,31332,64419,29413,6335,7202,110999,78941,2010,Virginia
224,6,9779,519260,65366,128164,54937,89403,78171,75237,36708,16810,39830,8824,60429,118154,95501.0,259003,27262,4384,11841,37162,468764,7573,0,52,132330,23527,28118,55906,31834,78147,30450,7377,5254,117594,68889,2010,Virginia
225,7,10039,537472,71744,94613,47001,77919,67332,82768,58118,22352,87369,5637,63940,150674,27300.0,300260,35305,3111,3454,31390,522630,5062,66,0,107220,18310,31646,75336,32583,123823,51868,13028,7313,158252,56598,2010,Virginia
226,8,8584,524698,55134,64473,27855,64873,45033,65459,61468,30965,164572,26153,143419,156741,253794.0,253492,32328,83328,14278,15627,507950,4723,49,0,57909,6833,16775,50157,24607,149025,101851,32482,16774,122520,30735,2010,Virginia
227,9,8875,479766,67794,140549,69285,91495,61157,53711,28618,12055,22896,4875,43784,98222,40972.0,209496,26277,1798,4278,35113,445635,5133,52,0,121949,25400,26519,60857,36194,46348,20117,3718,5303,88576,94544,2010,Virginia
228,10,10971,587161,82354,88046,38857,67944,58797,74368,60865,29473,168811,11949,64003,206202,12818.0,354193,43145,13417,8505,20314,570448,4936,0,0,94280,14191,24949,72229,32371,161441,90359,15244,10469,185143,33590,2010,Virginia
229,11,10177,539771,87447,82162,32989,60559,51310,64543,52010,27590,168608,7329,55811,189086,,294522,55046,28944,8702,22236,527598,6464,0,120,82565,7368,25006,72093,28947,142920,89208,19225,12013,170303,31588,2010,Virginia
230,1,8065,411552,65974,100118,44480,77134,52262,58271,32481,14228,32578,11631,64424,98886,84221.0,202507,23712,12083,8599,58283,383376,3405,0,29,111071,14846,25015,59376,31212,58810,23399,4461,4442,101171,36709,2018,Ohio
231,2,9917,473458,64279,96558,47560,73970,55923,71694,45382,15507,66864,5175,51468,139641,39972.0,263100,21716,2903,4052,26250,457967,3232,0,87,118241,14695,26232,56087,32456,97590,42130,12080,5462,138701,54170,2018,Ohio
232,3,9250,453474,60197,107346,49913,78558,65934,60365,35879,14265,41214,8861,56076,118788,43357.0,224835,21629,4423,7247,41516,429534,3218,0,288,121076,18206,32369,64973,35866,66082,28011,7409,3545,118906,52022,2018,Ohio
233,4,11163,451064,57509,106459,51453,87914,65178,66796,37521,11921,23822,6089,44612,111055,27939.0,229901,20354,865,6025,41806,424901,3546,0,78,161380,20415,32886,53896,33275,42688,17853,3984,2724,112514,60954,2018,Ohio
